,Position_two_wks,Track Name,Artist_two_wks,Streams_two_wks,URL_two_wks,Position_one_wk,Artist_one_wk,Streams_one_wk,URL_one_wk
181,,Soltera - Remix,,,,15,Lunay,16475433,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL
182,,Tough Love,,,,42,Avicii,10901893,https://open.spotify.com/track/4XZxalvnG4Yo8YZLuiT1kV
183,,lovely (with Khalid),,,,45,Billie Eilish,10644962,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
184,,Nautilus,,,,59,Shindy,8549960,https://open.spotify.com/track/7IkZpSOJKGXCGhqAvHs7FG
185,,Vermissen (feat. Henning May),,,,70,Juju,7867331,https://open.spotify.com/track/1SSzM044DUbVpYNNHWIhYJ
186,,"A Whole New World (End Title) - From ""Aladdin""",,,,82,ZAYN,7366237,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk
187,,Stay (Don't Go Away) [feat. Raye],,,,124,David Guetta,5603130,https://open.spotify.com/track/4YhN72dRYL2Z3MsaKyT7rS
188,,Go Loko,,,,137,YG,5342105,https://open.spotify.com/track/3SZqA7rQvROJsCbUu2v0xa
189,,Icy (feat. Gucci Mane),,,,139,Logic,5327833,https://open.spotify.com/track/5sCwso3aURYAdieWEFI1nE
190,,"Let Me Go (with Alesso, Florida Georgia Line & watt)",,,,153,Hailee Steinfeld,5045087,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
191,,Meant to Be (feat. Florida Georgia Line),,,,160,Bebe Rexha,4850680,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
192,,All Day And Night - Jax Jones & Martin Solveig Present Europa,,,,162,Jax Jones,4834915,https://open.spotify.com/track/11o2y87vqODipLK98a1v34
193,,Punto G,,,,169,KAROL G,4642692,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
194,,Falling Like The Stars,,,,174,James Arthur,4580634,https://open.spotify.com/track/15xWRPHQMeqgdkGzInx3PY
195,,Date La Vuelta,,,,178,Luis Fonsi,4548090,https://open.spotify.com/track/5lwVd35Zg6DJ4qibVMq99H
196,,COMMANDO (feat. G-Eazy),,,,183,Logic,4492703,https://open.spotify.com/track/2SDFznsHkeFXiPFwN0npVM
197,,Keanu Reeves,,,,187,Logic,4445415,https://open.spotify.com/track/1JIgaRnqtzS7DuGM3hVZU9
198,,Hold Me While You Wait,,,,193,Lewis Capaldi,4358522,https://open.spotify.com/track/6700Z4Izi8EbB6JNthU6Ma
199,,Créeme,,,,194,KAROL G,4350731,https://open.spotify.com/track/4EKZsrsCKyqr64FBHLc0DU
200,,Chlorine,,,,200,Twenty One Pilots,4314824,https://open.spotify.com/track/23OXdR7YuUBVWh5hSnYJau
178,,ME! (feat. Brendon Urie of Panic! At The Disco),,,,2,Taylor Swift,37826059,https://open.spotify.com/track/4Sib57MmYGJzSvkW84jTwh
179,,Power is Power (feat. The Weeknd & Travis Scott),,,,47,SZA,9734321,https://open.spotify.com/track/4cbdPT6uaBOgOQe3fLMofl
180,,Truth Hurts,,,,49,Lizzo,9099342,https://open.spotify.com/track/4HFpIAtiojlAuYNmITpYGn
181,,Vossi Bop,,,,64,Stormzy,8245515,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr
182,,Light It Up (with Tyga & Chris Brown),,,,66,Marshmello,8224969,https://open.spotify.com/track/4Q8aDd3H6LF8t4eY7So9O8
183,,Floating (feat. 21 Savage),,,,79,ScHoolboy Q,7299902,https://open.spotify.com/track/4NN6N5TxBO5k9uqu0W4gfQ
184,,Otro Trago,,,,90,Sech,6855804,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr
185,,CHopstix (feat. Travis Scott),,,,99,ScHoolboy Q,6317461,https://open.spotify.com/track/2EGtBS7Ws3ajiSkJLviFJ4
186,,Drugs & The Internet,,,,104,Lauv,6157312,https://open.spotify.com/track/4SHhui9S7lFYGHXikfneGo
187,,Baila Baila Baila - Remix,,,,112,Ozuna,6080047,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt
188,,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),,,,118,Martin Garrix,5879721,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM
189,,FANCY,,,,121,TWICE,5870284,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA
190,,Next,,,,138,Ufo361,5302420,https://open.spotify.com/track/1x4MJYA9mJRph3fygU51K4
191,,"Hey Look Ma, I Made It",,,,156,Panic! At The Disco,5026425,https://open.spotify.com/track/22oEJW6r2rMb9z4IntfyEa
192,,Suge,,,,157,DaBaby,4989466,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
193,,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",,,,159,DJ Snake,4931256,https://open.spotify.com/track/6mCqxnyOhr4tHMbRbQL4Yn
194,,Out Of Love,,,,160,Alessia Cara,4883956,https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb
195,,Hurts 2B Human (feat. Khalid),,,,164,P!nk,4809746,https://open.spotify.com/track/2BM7nF0pMIpLQOT04o691Z
196,,Get You The Moon (feat. Snøw),,,,168,Kina,4735246,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
197,,Juice,,,,173,Lizzo,4640109,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl
198,,Do You Mean (feat. Ty Dolla $ign & bülow),,,,177,The Chainsmokers,4556760,https://open.spotify.com/track/5MvLsT03RBp67RLoeISCdl
199,,Numb Numb Juice,,,,180,ScHoolboy Q,4521288,https://open.spotify.com/track/6tByydPskASjm9jTPkNQq0
200,,Clout (feat. Cardi B),,,,185,Offset,4484454,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd
201,,All of Me,,,,194,John Legend,4327550,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
189,,Power is Power,,,,31,SZA,12087846,https://open.spotify.com/track/35RDmXJ59YYGNlv1KfTGsP
190,,Earth,,,,45,Lil Dicky,10250950,https://open.spotify.com/track/2S1LebN6AXXQqJolBxlWgO
191,,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",,,,55,Kygo,8972171,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny
192,,Before I Let Go - Homecoming Live Bonus Track,,,,120,Beyoncé,5781876,https://open.spotify.com/track/3FUXVbi9ugVUqJ3rPrfd2G
193,,Pop Out (feat. Lil Tjay),,,,142,Polo G,5110661,https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi
194,,Con Calma - Remix,,,,143,Daddy Yankee,5096008,https://open.spotify.com/track/4au7FRcgZzChASRYu279xH
195,,What I Like About You (feat. Theresa Rex),,,,151,Jonas Blue,4936152,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
196,,I Don't Belong In This Club,,,,165,Why Don't We,4625685,https://open.spotify.com/track/45ZGEdLxCZvdMX9jWlsAAx
197,,I'm Yours,,,,178,Jason Mraz,4472956,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
198,,Wonderwall - Remastered,,,,180,Oasis,4439245,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
199,,Meant to Be (feat. Florida Georgia Line),,,,189,Bebe Rexha,4319168,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
200,,Rebota,,,,191,Guaynaa,4313702,https://open.spotify.com/track/2YRvdf9cdS88y1wB1WhKoE
201,,Rise,,,,197,Jonas Blue,4244414,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
178,,Boy With Luv (feat. Halsey),,,,3,BTS,31340590,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
179,,Mikrokosmos,,,,33,BTS,12651474,https://open.spotify.com/track/5hnbE5BF2e8BCk9OMR1UVC
180,,Make It Right,,,,34,BTS,12389441,https://open.spotify.com/track/6KUE0HSSudAp9AOycaF6SH
181,,HOME,,,,37,BTS,11938652,https://open.spotify.com/track/7lthOBXNue2IvedLRfkod8
182,,Sanguine Paradise,,,,46,Lil Uzi Vert,10795935,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
183,,Dionysus,,,,49,BTS,10602014,https://open.spotify.com/track/6JdS5rJvJaRA7B1tcm7kxZ
184,,Jamais Vu,,,,51,BTS,10441199,https://open.spotify.com/track/0eeeyCAGnGZInPtpkdYiPa
185,,Intro : Persona,,,,71,BTS,8745353,https://open.spotify.com/track/2isSdmQfVv32j2haL6hk9x
186,,Rolex,,,,88,Capital Bra,7557272,https://open.spotify.com/track/38lQ7lYhN3eSWepnZHaiBF
187,,Sixteen,,,,94,Ellie Goulding,7101558,https://open.spotify.com/track/4PkIDTPGedm0enzdvilLNd
188,,CHopstix (with Travis Scott),,,,105,ScHoolboy Q,6728297,https://open.spotify.com/track/01DOm09B2AbiTARAbXVI6g
189,,3 Nights,,,,136,Dominic Fike,5684396,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u
190,,"No New Friends (feat. Sia, Diplo, and Labrinth)",,,,146,Sia,5290582,https://open.spotify.com/track/6Dma0t0hOe6Bd6u5YRKF3n
191,,That's a Rack,,,,154,Lil Uzi Vert,5066936,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO
192,,Piece Of Your Heart,,,,175,MEDUZA,4728104,https://open.spotify.com/track/5p1ex0pXv6jSPJ6QbumQpD
193,,Que Mas Pues - Remix,,,,179,Sech,4683996,https://open.spotify.com/track/1k1CJlU1eAEpAbNK0TVeKD
194,,Something Just Like This,,,,181,The Chainsmokers,4650863,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
195,,Wake Me Up,,,,184,Avicii,4617663,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
196,,Swing,,,,185,Danny Ocean,4607073,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
197,,XO Tour Llif3,,,,192,Lil Uzi Vert,4536990,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
198,,Que Le De,,,,196,Rauw Alejandro,4465013,https://open.spotify.com/track/08aYFNUTIOMGq93e2VSArQ
199,,Te Boté - Remix,,,,197,Nio Garcia,4434665,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
200,,Nights Like This (feat. Ty Dolla $ign),,,,198,Kehlani,4434371,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy
201,,Africa,,,,199,TOTO,4430309,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
202,,Thinking out Loud,,,,200,Ed Sheeran,4419059,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
175,,Old Town Road (feat. Billy Ray Cyrus) - Remix,,,,2,Lil Nas X,33777904,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7
176,,Kill This Love,,,,5,BLACKPINK,25341137,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn
177,,Talk (feat. Disclosure),,,,13,Khalid,17951409,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq
178,,Outta My Head (with John Mayer),,,,17,Khalid,15957258,https://open.spotify.com/track/09oZ9eXQ2fo6YDrPzJqAoP
179,,Cool,,,,58,Jonas Brothers,9597307,https://open.spotify.com/track/3QmolSZqjjLksTUvZJ6pPS
180,,Don't Pretend (feat. SAFE),,,,60,Khalid,9519434,https://open.spotify.com/track/1E6DEDWDKHoOW0fcFuDghV
181,,Paradise,,,,83,Bazzi,7669667,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG
182,,Paradise,,,,150,Khalid,5327027,https://open.spotify.com/track/6fOOKqQWcSy33ApU1wqkkW
183,,Tal Vez,,,,84,Paulo Londra,7662780,https://open.spotify.com/track/46lvmzK8wxAy66tjzXXSh0
184,,Bad Luck,,,,93,Khalid,7273393,https://open.spotify.com/track/2vsuel3g4zaLYSOY0mOMbi
185,,Don't Know What To Do,,,,100,BLACKPINK,6862431,https://open.spotify.com/track/1TaQciB8qqRZ9fxWGhS65X
186,,Harami,,,,102,Samra,6683836,https://open.spotify.com/track/5xIODxqlpUnRVA9ewZUCug
187,,Right Back,,,,106,Khalid,6578507,https://open.spotify.com/track/5A1w94uzc1kO1Zhe8WWxC3
188,,Free Spirit,,,,121,Khalid,6143395,https://open.spotify.com/track/2kAIpGWnlFLQh48iut6Zzq
189,,Hundred,,,,139,Khalid,5674743,https://open.spotify.com/track/0HEckRWFSknIupbGzavk5d
190,,Intro,,,,141,Khalid,5650733,https://open.spotify.com/track/5BfMJ6iytQnu1r7iiCYSXe
191,,SOS,,,,157,Avicii,5128625,https://open.spotify.com/track/6nDKrPlXdpomGBgAlO7UdP
192,,Twenty One,,,,160,Khalid,5104242,https://open.spotify.com/track/1NgCWYuBLfqBDA3b8MgSVU
193,,Deux frères,,,,162,PNL,5076867,https://open.spotify.com/track/6hzi3AGB39FjxFqcjgbWs7
194,,Insomnia,,,,164,Daya,5014360,https://open.spotify.com/track/7hzlzoOwCZ4D3Ow5YZK4kj
195,,Kick It,,,,179,BLACKPINK,4745140,https://open.spotify.com/track/5R0cvR5BMFkLomChhmcCzr
196,,cOcO MAmA,,,,182,Dardan,4739363,https://open.spotify.com/track/0oOPa0AlLnjCO6eci0HIdH
197,,Autre monde,,,,185,PNL,4721485,https://open.spotify.com/track/2aG2nLUd8NNI7vFuOLBCe0
198,,Ela É do Tipo,,,,191,MC Kevin o Chris,4647110,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP
199,,Blanka,,,,193,PNL,4580773,https://open.spotify.com/track/295SxdR1DqunCNwd0U767w
200,,Chang,,,,196,PNL,4562549,https://open.spotify.com/track/5n9NAd0Y5OUeOGU0nVtLua
201,,Young Dumb & Broke,,,,198,Khalid,4529277,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
